meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1224,9205,1,3,1.0,1.0,SOFT,0
1224,9205,1,23,,,SOFT,3
1224,9205,1,63,1.0,1.0,SOFT,3
1224,9205,1,18,1.0,1.0,SOFT,0
1224,9205,1,4,1.0,1.0,SOFT,3
1224,9205,1,24,1.0,1.0,SOFT,0
1224,9205,1,44,1.0,1.0,SOFT,3
1224,9205,1,14,1.0,1.0,SOFT,3
1224,9205,1,20,,,SOFT,0
1224,9205,1,55,1.0,1.0,SOFT,2
1224,9205,1,10,1.0,1.0,SOFT,2
1224,9205,1,81,1.0,1.0,SOFT,2
1224,9205,1,16,,,SOFT,0
1224,9205,1,11,1.0,1.0,SOFT,3
1224,9205,1,31,1.0,1.0,SOFT,3
1224,9205,1,77,1.0,1.0,SOFT,0
1224,9205,1,1,1.0,1.0,SOFT,3
1224,9205,1,2,1.0,1.0,MEDIUM,0
1224,9205,1,27,1.0,1.0,SOFT,0
1224,9205,1,22,1.0,1.0,SOFT,3
1224,9205,2,1,2.0,2.0,SOFT,0
1224,9205,2,44,2.0,2.0,SOFT,4
1224,9205,2,4,2.0,2.0,SOFT,0
1224,9205,2,18,2.0,2.0,SOFT,1
1224,9205,2,14,2.0,2.0,SOFT,4
1224,9205,2,11,2.0,2.0,SOFT,0
1224,9205,2,63,2.0,2.0,SOFT,4
1224,9205,2,55,2.0,2.0,SOFT,3
1224,9205,2,31,2.0,2.0,SOFT,4
1224,9205,2,77,2.0,2.0,SOFT,1
1224,9205,2,22,2.0,2.0,SOFT,4
1224,9205,2,10,2.0,2.0,SOFT,3
1224,9205,2,24,2.0,2.0,SOFT,1
1224,9205,2,2,2.0,2.0,MEDIUM,1
1224,9205,2,27,2.0,2.0,MEDIUM,0
1224,9205,3,1,3.0,27.0,SOFT,3
1224,9205,3,4,3.0,27.0,SOFT,0
1224,9205,3,44,3.0,18.0,SOFT,3
1224,9205,3,14,3.0,25.0,SOFT,3
1224,9205,3,18,3.0,22.0,SOFT,3
1224,9205,3,63,3.0,19.0,SOFT,3
1224,9205,3,11,3.0,20.0,SOFT,3
1224,9205,3,55,3.0,26.0,SOFT,4
1224,9205,3,31,3.0,14.0,SOFT,3
1224,9205,3,22,3.0,26.0,SOFT,0
1224,9205,3,10,3.0,26.0,SOFT,3
1224,9205,3,77,3.0,18.0,SOFT,0
1224,9205,3,24,3.0,15.0,SOFT,0
1224,9205,3,2,3.0,17.0,SOFT,0
1224,9205,3,27,3.0,21.0,SOFT,3
1224,9205,2,81,2.0,2.0,MEDIUM,0
1224,9205,2,3,2.0,2.0,SOFT,3
1224,9205,3,81,3.0,24.0,MEDIUM,1
1224,9205,3,3,3.0,26.0,SOFT,4
1224,9205,4,31,15.0,31.0,MEDIUM,0
1224,9205,4,24,16.0,22.0,MEDIUM,0
1224,9205,4,2,18.0,44.0,SOFT,0
1224,9205,4,44,19.0,46.0,MEDIUM,0
1224,9205,4,77,19.0,39.0,MEDIUM,0
1224,9205,4,63,20.0,45.0,MEDIUM,0
1224,9205,4,11,21.0,46.0,MEDIUM,0
1224,9205,4,27,22.0,46.0,SOFT,3
1224,9205,4,18,23.0,52.0,MEDIUM,0
1224,9205,4,14,26.0,47.0,MEDIUM,0
1224,9205,4,81,25.0,52.0,SOFT,2
1224,9205,4,55,27.0,51.0,MEDIUM,0
1224,9205,4,10,27.0,46.0,MEDIUM,0
1224,9205,4,22,27.0,55.0,MEDIUM,0
1224,9205,4,1,28.0,56.0,MEDIUM,0
1224,9205,4,4,28.0,59.0,MEDIUM,3
1224,9205,4,3,27.0,55.0,MEDIUM,0
1224,9205,5,31,32.0,51.0,SOFT,3
1224,9205,5,2,45.0,70.0,SOFT,0
1224,9205,5,63,46.0,57.0,SOFT,3
1224,9205,5,11,47.0,71.0,SOFT,3
1224,9205,5,44,47.0,71.0,SOFT,3
1224,9205,5,10,47.0,71.0,SOFT,0
1224,9205,5,27,47.0,70.0,SOFT,0
1224,9205,5,14,48.0,71.0,SOFT,0
1224,9205,5,55,52.0,71.0,SOFT,3
1224,9205,6,31,52.0,70.0,SOFT,0
1224,9205,5,18,53.0,71.0,SOFT,2
1224,9205,5,81,53.0,69.0,SOFT,5
1224,9205,5,22,56.0,71.0,SOFT,0
1224,9205,5,1,57.0,71.0,SOFT,0
1224,9205,5,3,56.0,70.0,SOFT,0
1224,9205,5,4,60.0,71.0,SOFT,3
